ID,MODE,CODINT,优先级,CI,flag_dur_low,flag_dur_high,flag_md,flag_long,flag_dkna,DUR,DUR_z,访问员标记率,标记率超均值倍数,MD_d2,LS_run,DKNA_count,P11A_标签,P11A_翻转,P11B_标签,P11B_翻转,P11C_标签,P11C_翻转,P11D_标签,P11D_翻转,P11E_标签,P11E_翻转,P22,P23,P25,P07Ctx,P10tx,P12Btx,P16Btx,P07Ctx_有效,P10tx_有效,P12Btx_有效,P16Btx_有效,开放题有效计数,维度A分,维度B分,维度C分,总分,决策,备注
241,CATI,Luna,常规,1,0,0,0,1,0,12.5,0.3866215345763152,0.2325581395348837,0.8481301068510371,7.215466984240939,6,0,Agree,2.0,Agree,4.0,Agree,4.0,Disagree,2.0,Agree,4.0,Woman,54.0,"COU, BUP, Higher Baccalaurate",INTERNET,TODO EN GENERAL,CONCENTRACION, ,1,1,1,0,3,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
263,CATI,Eva,常规,1,1,0,0,0,0,7.4,-1.0603573612727293,0.25,0.9117398648648648,7.2994572409967935,2,1,Disagree,4.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Strongly disagree,1.0,Man,55.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,88, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
326,CATI,Daniel,常规,1,0,0,0,0,1,13.4,0.5785204483771985,0.293859649122807,1.0716942271218588,3.469368988138423,2,6,Agree,2.0,Agree,4.0,Agree,4.0,Disagree,2.0,Neither agree nor disagree,3.0,Woman,70.0,Primary school (or has attended school for 5 years or more), ,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
340,CATI,María,常规,1,0,0,0,0,1,11.9,0.2508515215738882,0.2685714285714285,0.979469111969112,,4,4,DK,,Agree,4.0,Agree,4.0,Agree,4.0,,,Man,78.0,Primary school (or has attended school for 5 years or more), ,88, , ,0,0,0,0,0,2.0,1.0,0.0,3.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
370,CATI,Eva,常规,1,0,0,0,1,0,12.8,0.4520815293410788,0.25,0.9117398648648648,1.3137918149468455,6,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,83.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","5, 6","LOS NIÑOS DE LAS MUJERES QUE HAN SUFRIDO A VIOLENCIA DE GENERO, POCA AYUDA QUE HAN RECIBIDO", , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
386,CATI,Eva,常规,1,0,0,0,1,0,13.5,0.5990417355252803,0.25,0.9117398648648648,9.218143539819454,6,1,Disagree,4.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Disagree,2.0,Man,61.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 5, 6",IGUALDAD ENTRE GENEROS, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
455,CATI,Daniel,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.293859649122807,1.0716942271218588,,2,3,DK,,Strongly agree,5.0,Agree,4.0,Agree,4.0,Disagree,2.0,Woman,59.0,"FP2, Higher Vocational Training, Conservatoire 10 years", ,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
615,CATI,Rosa,常规,1,1,0,0,0,0,7.8,-0.915055371063197,0.2105263157894736,0.7677809388335703,1.2969435442876809,5,0,Agree,2.0,Agree,4.0,Agree,4.0,Neither agree nor disagree,3.0,Disagree,2.0,Woman,40.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
647,CATI,Alejandro,常规,1,0,0,0,0,1,14.3,0.7579403069581939,0.3630952380952381,1.3241936132561132,4.307890100226063,4,4,Neither agree nor disagree,3.0,Neither agree nor disagree,3.0,Neither agree nor disagree,3.0,Neither agree nor disagree,3.0,Strongly disagree,1.0,Man,61.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",5,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
699,CATI,David,常规,1,0,0,0,0,1,11.2,0.0835214782351577,0.3942857142857143,1.4379440154440155,1.1184076202728268,4,5,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,59.0,No schooling (or less than 5 years of schooling),1,IGUALDAD, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DKNA 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
765,CATI,Tomas,常规,1,0,0,1,0,0,18.7,1.498375845492791,0.3103448275862069,1.1318150046598323,18.1543862657592,4,0,Disagree,4.0,Strongly agree,5.0,Agree,4.0,Strongly disagree,1.0,Agree,4.0,Woman,25.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",1,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
779,CATI,Tomas,常规,1,0,0,0,1,0,13.0,0.494874640906379,0.3103448275862069,1.1318150046598323,9.50674077962295,6,1,Strongly disagree,5.0,Strongly agree,5.0,Agree,4.0,Disagree,2.0,Strongly disagree,1.0,Woman,31.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","REDES SOCIALES, , , 2",0, ,8,1,0,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（0）无实质自证 → 门槛剔除
783,CATI,Daniel,常规,1,0,0,0,1,0,14.5,0.7962756510831925,0.293859649122807,1.0716942271218588,3.7427191972620255,6,1,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,59.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 5, 6","IGUALDAD, RECONOCIMIENTO DEL TRABAJO", ,4,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
797,CATI,Alejandro,常规,1,0,0,0,1,0,9.7,-0.3133475431547509,0.3630952380952381,1.3241936132561132,1.3137918149468455,6,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,45.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,CONSERVAR LO DERECHOS Y LIBERTADES, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
858,CATI,Luna,常规,1,0,0,0,1,0,22.3,1.9843278301451823,0.2325581395348837,0.8481301068510371,4.820236566035527,6,0,Strongly disagree,5.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,42.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 2","DERECHO IGUALDAD EN GENERAL EN DECISIONES Y EN EL TRABAJO, EDUCACION DE LO HIJOS","JORNADAS POR 4 AÑO CONSECUTIVO DE MESA REDONDA Y DEBATES PARA TODOS LOS ESTUDIANTE DE LA UNIVERSIDAD DE GRANADA PARA PRESENTAR TEMAS DE INVESTIGACION SOBRE EL TEMA, SON UNAS JORNADAS", ,0,1,1,0,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
922,CATI,David,常规,1,0,0,0,0,1,16.4,1.13613422615833,0.3942857142857143,1.4379440154440155,,2,4,DK,,Agree,4.0,Disagree,2.0,DK,,Agree,4.0,Man,69.0,"FP1, Intermediate Vocational Training","1, 5",99, ,10,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
979,CATI,Daniel,常规,1,0,0,0,1,0,9.5,-0.3708517148909659,0.293859649122807,1.0716942271218588,4.047315241019144,9,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Woman,31.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",2,88,88, ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
1065,CATI,Alejandro,常规,1,0,0,0,0,1,9.9,-0.2570170082627587,0.3630952380952381,1.3241936132561132,,4,5,Neither agree nor disagree,3.0,Agree,4.0,Agree,4.0,DK,,DK,,Woman,43.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",3,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
1075,CATI,María,常规,1,0,0,0,0,1,12.3,0.3421028209499204,0.2685714285714285,0.979469111969112,4.39313910516078,5,4,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,44.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","ASOCIOACIONES FEMINISTAS , MI MADRE ES FEMINISTA, , 6",LA ABOLICION DE LA PROSTITUCION,"CONFECCIONA UNAS BANDAS Y VESTIMENTAS ALUSIVAS AL MOVIMIENTO, , , 1, 9",5,1,1,1,0,3,0.0,0.0,0.0,0.0,保留,DKNA 开放题自证充分（≥2字段）→ 保留
1089,CATI,Eva,常规,1,1,0,0,0,0,7.7,-0.9506700640001242,0.25,0.9117398648648648,4.3862628383551945,3,0,Agree,2.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Disagree,2.0,Woman,49.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,"IGUALDAD ENTRE HOMBRES Y MUJERES EN SALARIOS, Y EN TODO EN GENERAL", , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
1138,CATI,Daniel,常规,1,0,0,0,1,0,10.7,-0.0425324090075192,0.293859649122807,1.0716942271218588,1.3137918149468455,6,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,21.0,"FP2, Higher Vocational Training, Conservatoire 10 years", ,"SOLIDARIDAD, ORGULLO",UNA CARRERA SOLIDARIA, ,0,1,1,0,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
1148,CATI,Tomas,常规,1,0,0,1,0,0,15.6,0.9981004439850664,0.3103448275862069,1.1318150046598323,15.313197121144656,2,0,Strongly disagree,5.0,Strongly disagree,1.0,Agree,4.0,Strongly agree,5.0,Agree,4.0,Man,33.0,"FP1, Intermediate Vocational Training", ,DESIGUALDAD LABORAL,88, ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,MD 单字段具体议题自证+作答模式合理 → 保留
1281,CATI,Luna,常规,1,0,0,0,1,0,15.4,0.9624857510481404,0.2325581395348837,0.8481301068510371,4.047315241019144,6,1,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Man,51.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",COMPAÑEROS DEL TRABAJO,TODAS SON IMPORTANTES, , ,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
1366,CATI,Alejandro,常规,1,1,0,0,0,0,8.1,-0.8108882764442957,0.3630952380952381,1.3241936132561132,10.102607824131848,4,1,Neither agree nor disagree,3.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Strongly disagree,1.0,Man,35.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,ESTA HACIENDO COSAS POR EL PUEBLO, ,10,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DUR低 唯一开放字段为泛词/编码（ESTA HACIENDO COSAS ）无实质自证 → 门槛剔除
1417,CATI,Eva,常规,1,0,0,0,0,1,15.3,0.9445045773112538,0.25,0.9117398648648648,6.089136452044997,4,4,Strongly agree,1.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Man,43.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",1,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
1513,CATI,Victoria,常规,1,0,0,0,0,1,16.7,1.1861676277467923,0.2201834862385321,0.8030002479543764,9.660032485135126,3,6,Agree,2.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Disagree,2.0,Man,20.0,"FP1, Intermediate Vocational Training", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
1521,CATI,Raúl,常规,1,0,0,1,0,0,9.2,-0.4594186849386675,0.3050847457627119,1.1126316994961063,18.42799343688717,4,0,Agree,2.0,Strongly disagree,1.0,Strongly disagree,1.0,Agree,4.0,Strongly disagree,1.0,Woman,47.0,"FP2, Higher Vocational Training, Conservatoire 10 years",3,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
1529,CATI,Tomas,常规,1,0,0,0,0,1,9.9,-0.2570170082627587,0.3103448275862069,1.1318150046598323,,0,8,DK,,DK,,Neither agree nor disagree,3.0,Agree,4.0,DK,,Woman,60.0,Primary school (or has attended school for 5 years or more), ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
1626,CATI,Eva,常规,1,0,0,0,1,0,11.8,0.2275593967913538,0.25,0.9117398648648648,3.9307524167873713,6,2,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Strongly agree,5.0,Woman,41.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","3, 4",TODAS EN GENERAL,1, ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（TODAS EN GENERAL）无实质自证 → 门槛剔除
1648,CATI,Daniel,常规,1,0,0,0,1,0,11.9,0.2508515215738882,0.293859649122807,1.0716942271218588,2.103046639216248,6,1,Disagree,4.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,23.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",2,99,1, ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
1650,CATI,Tomas,常规,1,0,0,0,1,0,15.1,0.9081869427159198,0.3103448275862069,1.1318150046598323,4.698556253020487,6,2,Agree,2.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Woman,44.0,"FP2, Higher Vocational Training, Conservatoire 10 years","1, 6",0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
1727,CATI,Luna,常规,1,0,0,1,0,0,16.3,1.1192528254793137,0.2325581395348837,0.8481301068510371,12.62086569298999,4,1,Strongly disagree,5.0,Strongly agree,5.0,Disagree,2.0,Agree,4.0,Disagree,2.0,Man,58.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","PERIODICOS DIGITALES, , , 6",LA IGUALDAD ENTRE H Y M, , ,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,MD 开放题自证充分（≥2字段）→ 保留
1732,CATI,Daniel,常规,1,0,0,1,0,0,13.2,0.5370143969456508,0.293859649122807,1.0716942271218588,12.516348036625525,4,0,Strongly agree,1.0,Strongly agree,5.0,Disagree,2.0,Strongly disagree,1.0,Disagree,2.0,Woman,54.0,Primary school (or has attended school for 5 years or more),2,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
1733,CATI,David,常规,1,1,0,0,0,0,7.2,-1.1359812810757408,0.3942857142857143,1.4379440154440155,4.889909196086875,2,0,Agree,2.0,Disagree,2.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Woman,47.0,"COU, BUP, Higher Baccalaurate", ,0, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
1835,CATI,María,常规,1,0,0,0,0,1,17.1,1.2514984980275763,0.2685714285714285,0.979469111969112,8.472440256913089,4,4,Strongly agree,1.0,Disagree,2.0,Strongly disagree,1.0,Disagree,2.0,Disagree,2.0,Woman,70.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",1,LA IGUALDAD DEL SUIELDO DE NEUSTRA ALCALDESA AQUI EN MADRID, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DKNA 单字段具体议题自证+作答模式合理 → 保留
1845,CATI,Raúl,常规,1,1,0,0,0,0,8.0,-0.8451756789460192,0.3050847457627119,1.1126316994961063,6.360270230557529,3,1,Strongly agree,1.0,Disagree,2.0,Disagree,2.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,47.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
2057,CATI,David,常规,1,0,0,0,0,1,9.3,-0.429579471001346,0.3942857142857143,1.4379440154440155,3.591218138119019,2,5,Strongly agree,1.0,Agree,4.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Woman,43.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,88,10, ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
2080,CATI,Tomas,常规,1,0,0,0,1,0,12.8,0.4520815293410788,0.3103448275862069,1.1318150046598323,3.7427191972620255,8,3,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Woman,50.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","DIGITAL, , , 2",88, , ,1,0,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（88）无实质自证 → 门槛剔除
2125,CATI,María,常规,1,0,0,0,1,0,12.6,0.408614482866602,0.2685714285714285,0.979469111969112,8.528623087392473,6,0,Strongly disagree,5.0,Strongly agree,5.0,Neither agree nor disagree,3.0,Agree,4.0,Disagree,2.0,Woman,41.0,"FP2, Higher Vocational Training, Conservatoire 10 years",LA CIRCULAR DEL COLEGIO PORQUE VA A HABER HUELGA,LA IGUALDAD EN TODOS LOS AMBITOS,88, ,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
2221,CATI,María,常规,1,1,0,0,0,0,8.3,-0.7435654167534216,0.2685714285714285,0.979469111969112,2.2775538540346503,3,2,Agree,2.0,Agree,4.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Man,36.0,"FP1, Intermediate Vocational Training", ,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
2240,CATI,Tomas,常规,1,0,0,1,0,0,23.9,2.1755801016134164,0.3103448275862069,1.1318150046598323,12.354116684704609,4,0,Strongly agree,1.0,Strongly disagree,1.0,Agree,4.0,Strongly disagree,1.0,Strongly disagree,1.0,Woman,66.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","1, 5, 6","MALTRATO, DESIGUALDAD LABORAL", , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,MD 单字段具体议题自证+作答模式合理 → 保留
2281,CATI,David,常规,1,1,0,0,0,0,8.0,-0.8451756789460192,0.3942857142857143,1.4379440154440155,9.37817048575846,4,0,Disagree,4.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Disagree,2.0,Woman,24.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","2, 8",VIOLENCIA DE GENERO,"1, 2", ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
2319,CATI,Victoria,常规,1,0,0,0,1,0,10.7,-0.0425324090075192,0.2201834862385321,0.8030002479543764,2.6492036372323526,7,0,Disagree,4.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Woman,22.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","INTERNET, , ,  2",88, , ,1,0,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（88）无实质自证 → 门槛剔除
2368,CATI,Daniel,常规,1,1,0,0,0,0,7.2,-1.1359812810757408,0.293859649122807,1.0716942271218588,9.293574600070531,2,1,Disagree,4.0,Disagree,2.0,Disagree,2.0,Agree,4.0,Disagree,2.0,Man,47.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,88, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
2370,CATI,David,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.3942857142857143,1.4379440154440155,1.427689860011049,3,1,Neither agree nor disagree,3.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,32.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,"IGUALDAD REAL, BRECHA SALARIAL", , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
2398,CATI,Alejandro,常规,1,1,0,0,0,0,7.7,-0.9506700640001242,0.3630952380952381,1.3241936132561132,1.1184076202728268,4,2,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,19.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
2409,CATI,David,常规,1,0,0,0,0,1,11.3,0.1080558656176829,0.3942857142857143,1.4379440154440155,2.097320825228942,2,4,Disagree,4.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Woman,22.0,"FP2, Higher Vocational Training, Conservatoire 10 years","1, 2",VIOLENCIA MACHISTA,88, ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DKNA 单字段具体议题自证+作答模式合理 → 保留
2491,CATI,David,常规,1,0,0,0,0,1,11.2,0.0835214782351577,0.3942857142857143,1.4379440154440155,1.3137918149468455,5,5,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,50.0,"FP2, Higher Vocational Training, Conservatoire 10 years",5,IGUALDAD, , ,0,1,0,0,1,2.0,1.0,0.0,3.0,剔除,DKNA 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
2530,CATI,Daniel,常规,1,1,0,0,0,0,8.0,-0.8451756789460192,0.293859649122807,1.0716942271218588,10.87675162001282,3,0,Strongly disagree,5.0,Agree,4.0,Agree,4.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,50.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,IGUALDAD DE GENERO,88,10,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
2534,CATI,Rosa,常规,1,0,0,0,1,0,11.1,0.0587670485671246,0.2105263157894736,0.7677809388335703,4.39313910516078,7,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,23.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 2, 3",TODO EN GENERAL,"1, 9, 10",2,0,1,0,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（TODO EN GENERAL）无实质自证 → 门槛剔除
2549,CATI,María,常规,1,1,0,0,0,0,8.4,-0.7105099269732518,0.2685714285714285,0.979469111969112,4.119610364741613,3,2,Strongly agree,1.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,65.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,MALTRATO DE LA MUJER, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
2557,CATI,María,常规,1,0,0,1,0,0,12.3,0.3421028209499204,0.2685714285714285,0.979469111969112,19.69192441299357,3,0,Agree,2.0,Strongly agree,5.0,Strongly disagree,1.0,Strongly agree,5.0,Strongly agree,5.0,Man,47.0,"FP1, Intermediate Vocational Training", ,LA BRECHA SALARIA,VOY ACOMPAÑAR A MI MUJER Y A MIS HIJAS A DONDE SEA PARA REIVINDICAR, ,0,1,1,0,2,0.0,0.0,0.0,0.0,保留,MD 开放题自证充分（≥2字段）→ 保留
2586,CATI,Rosa,常规,1,0,0,0,1,0,11.4,0.1323740881877214,0.2105263157894736,0.7677809388335703,4.39313910516078,8,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,39.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","2, 5, 6",IGUALDAD LABORAL,1,"1, 2",0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
2625,CATI,Alejandro,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.3630952380952381,1.3241936132561132,2.561208591002651,3,0,Agree,2.0,Neither agree nor disagree,3.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Woman,42.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
2688,CATI,Daniel,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.293859649122807,1.0716942271218588,5.81753537076035,2,0,Agree,2.0,Agree,4.0,Agree,4.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,30.0,Primary school (or has attended school for 5 years or more), ,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
2766,CATI,Daniel,常规,1,0,0,0,0,1,10.8,-0.0168568712358862,0.293859649122807,1.0716942271218588,0.9274711065422652,3,5,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Neither agree nor disagree,3.0,Woman,49.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
2797,CAWI,Autoadministrado CAWI,常规,1,1,0,0,0,0,5.5,-1.0040769984407365,0.2491467576791808,0.9086281247117424,10.545105611774606,5,1,Strongly agree,1.0,Strongly disagree,1.0,Strongly disagree,1.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,40.0,"COU, BUP, Higher Baccalaurate", ,A LA MUJER Y A LA BURRA CADA DIA UNA ZURRA, , ,0,1,0,0,1,1.0,1.0,0.0,2.0,保留,DUR低 总分2 → 保留
2829,CAWI,Autoadministrado CAWI,常规,1,0,0,0,1,0,22.2,1.3969802152609532,0.2491467576791808,0.9086281247117424,9.801937814503397,6,0,Disagree,4.0,Strongly agree,5.0,Agree,4.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,45.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",LA VANGUARDIA,88, , ,1,0,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（88）无实质自证 → 门槛剔除
